Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0014_001,1,2,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners - large adult hands, oversized T-shirt sleeve cuffs visible. Rich detailed background: glowing laptop screen displaying massive green dollar figure ($26B) in dark minimalist room. Blue-white screen glow illuminating desk surface. Multiple smaller monitors in peripheral darkness. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_002,3,5,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. TALL stickman with wild messy voluminous curly dark hair. Oversized T-shirt, cargo shorts, sneakers. Round white circle head with small black dot eyes and simple mouth, confident expression. Standing before massive glowing screen showing dollar figures, arms at sides, chin slightly raised in validation. Dark room with blue screen glow reflecting off walls. Single subject centered. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_003,6,7,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners - large adult hands, fingers slightly trembling. Rich detailed background: dark room with digital countdown clock showing 72:00:00 in bright red numbers. Multiple notification alerts appearing on surrounding screens. Urgency building in warm-to-red ambient lighting. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_004,8,8,HOOK,TEXT_OVERLAY,"Dark charcoal background. Large centered bold white sans-serif text. Minimal flat design, premium typography. Tiny stickman silhouette bottom-right corner. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0014_005,9,11,HOOK,POV_SHOT,"First-person POV illustration. Two simple flat black stickman hands at bottom frame corners - large adult hands in dark suit sleeve cuffs. Rich detailed background: grand federal courtroom interior with dark polished wood paneling, elevated judge bench, American flag stand. Harsh white fluorescent overhead lighting. Rows of gallery seating visible. Wood and paper texture environment. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_006,12,14,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. TALL stickman with wild messy voluminous curly dark hair. Cargo shorts, oversized T-shirt, sneakers. Round white circle head with small black dot eyes and simple mouth, confident casual expression. Standing at congressional podium. Behind and around: multiple FACELESS stickman figures (blank white circle heads, no eyes, no mouth) in formal dark suits sitting at elevated committee desks. Grand hearing room with marble columns, wood paneling, government seals. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_007,15,16,HOOK,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. TALL stickman with wild messy voluminous curly dark hair. Cargo shorts, oversized T-shirt. Round white circle head with small black dot eyes and simple mouth, unbothered expression. Walking casually through ornate government corridor. FACELESS suited stickman figures (blank white circle heads) watching from sides. Marble floor, brass fixtures, heavy wooden doors. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_008,17,17,HOOK,TEXT_OVERLAY,"Dark navy blue background. Large centered bold white sans-serif text. Minimal flat design, premium typography. Tiny stickman silhouette bottom-right corner. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0014_009,18,19,HOOK,TEXT_OVERLAY,"Black background. Large centered bold red-orange sans-serif text. Smaller white secondary line below. Minimal flat design, premium typography. Tiny stickman silhouette bottom-right corner. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character"
PV_0014_010,20,24,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. SHORT child stickman with small curly dark hair starting to grow. Plain T-shirt and shorts. Round white circle head with small black dot eyes, curious expression. Walking along tree-lined campus path carrying stack of books. Rich background: ivy-covered brick faculty housing, manicured lawns, autumn trees, university lampposts. Warm golden afternoon light. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_011,25,28,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. SHORT child stickman with small curly dark hair. Plain T-shirt. Round white circle head with small black dot eyes, attentive expression. Sitting between two taller FACELESS adult stickman figures (blank white circle heads, no eyes, no mouth) in professional academic attire at dinner table. Rich background: faculty home dining room, bookshelves floor to ceiling, warm lamplight, plates and papers mixed on table suggesting debate. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_012,29,31,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. SHORT child stickman with curly dark hair. Plain T-shirt. Round white circle head with small black dot eyes, bored expression. Sitting at front desk with finished test paper, arms folded. Behind: rows of smaller FACELESS child stickmen (blank white circle heads) still writing. FACELESS teacher stickman at chalkboard. Rich background: elementary school classroom, desks in rows, educational posters on walls, clock on wall. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_013,32,34,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. SHORT child stickman with curly dark hair. Plain T-shirt. Round white circle head with small black dot eyes, matter-of-fact expression. Reading thick textbook at desk while FACELESS teacher stickman (blank white circle head) at board turns away, arms crossed. Other FACELESS child stickmen looking surprised in seats. Rich background: classroom with math equations on chalkboard, fluorescent lights, tile floor. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0014_014,35,36,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. SHORT child stickman with curly dark hair. Plain T-shirt. Round white circle head with small black dot eyes, uncertain expression. Sitting alone at corner cafeteria table. One smaller FACELESS child stickman (blank white circle head) approaching hesitantly with tray. Rich background: bright school cafeteria, long tables with grouped students in distance, tiled floor, serving counter, fluorescent ceiling lights. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
