VO_ID,Episode_ID,Beat_ID,Life_Phase,Beat_Type,VO_Type,VO_EN,VO_VI,Word_Count_EN,Pause_After
1,PV_0014,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"The number on the screen says twenty-six billion.","Con so tren man hinh la hai muoi sau ty.",8,0
2,PV_0014,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"It's the largest number you've ever seen attached to your name.","Do la con so lon nhat ban tung thay gan lien voi ten minh.",11,0
3,PV_0014,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You don't think of it as money.","Ban khong nghi do la tien.",7,0
4,PV_0014,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You think of it as proof.","Ban nghi do la bang chung.",5,0
5,PV_0014,BEAT_01_01,HOOK,ESTABLISH,WEIGHT_LINE,"Proof you were right about everything.","Bang chung rang ban da dung ve tat ca.",6,1.5
6,PV_0014,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"Seventy-two hours from now, that number will be zero.","Bay muoi hai gio nua, con so do se ve khong.",9,0.5
7,PV_0014,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"And everyone who trusted you will learn the truth at the same time.","Va tat ca nhung nguoi tin ban se biet su that cung mot luc.",12,0
8,PV_0014,BEAT_01_01,HOOK,ESTABLISH,NARRATION,"You just don't know that yet.","Ban chua biet dieu do.",6,1.0
9,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"You're standing in a federal courtroom.","Ban dang dung trong phong xu lien bang.",6,0
10,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"The lights are too white.","Den trang qua.",5,0
11,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"You're wearing a suit someone else picked out.","Ban mac bo vest nguoi khac chon cho.",8,0.5
12,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"The collar is stiff against your neck.","Co ao cung sat co ban.",7,0
13,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Three years ago you wore cargo shorts to testify before Congress.","Ba nam truoc ban mac quan short tui hop di dieu tran truoc Quoc hoi.",10,0
14,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Nobody stopped you.","Khong ai ngan ban.",3,0
15,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"Nobody thought that was a problem.","Khong ai nghi do la van de.",5,0.5
16,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,NARRATION,"You didn't think you were gambling.","Ban khong nghi minh dang danh bac.",6,0
17,PV_0014,BEAT_01_02,HOOK,CONSTRAINT,WEIGHT_LINE,"You thought you could fix it before anyone noticed.","Ban nghi minh co the sua no truoc khi ai do nhan ra.",9,2.0
18,PV_0014,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"You gambled with eight million people's money.","Ban da danh bac voi tien cua tam trieu nguoi.",7,0
19,PV_0014,BEAT_01_03,HOOK,ESTABLISH,WEIGHT_LINE,"And you lost.","Va ban da thua.",3,2.0
20,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You grow up on a university campus.","Ban lon len trong khuon vien dai hoc.",7,0
21,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Faculty housing.","Khu nha giang vien.",2,0
22,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Trees everywhere.","Cay xanh khap noi.",2,0
23,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your parents are both professors.","Bo me ban deu la giao su.",5,0
24,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Law.","Luat.",1,0
25,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"The most elite school in the country.","Truong hang dau ca nuoc.",7,0.5
26,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your mother teaches ethics.","Me ban day dao duc.",4,0
27,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Your father teaches tax law.","Bo ban day luat thue.",5,0
28,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Dinner is a debate.","Bua toi la mot cuoc tranh luan.",4,0
29,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Breakfast is a correction.","Bua sang la mot lan chinh sua.",4,0
30,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You learn to argue before you learn to listen.","Ban hoc cach tranh luan truoc khi hoc cach lang nghe.",8,0.5
31,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You're the smartest kid in every room you walk into.","Ban la dua tre thong minh nhat trong moi can phong.",10,0
32,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You finish tests before anyone else.","Ban lam bai xong truoc tat ca.",6,0
33,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"You read textbooks the way other kids read comics.","Ban doc sach giao khoa nhu nhung dua khac doc truyen tranh.",9,0
34,PV_0014,BEAT_02_01,PHASE_EARLY,ESTABLISH,NARRATION,"Teachers stop calling on you because you correct them.","Giao vien ngung goi ban vi ban hay chinh ho.",8,0
