Strip_ID,Start_VO_ID,End_VO_ID,VO_Count,Life_Phase,Scene_Type,Duration_Sec,Strip_Summary
PV_0027_001,1,2,2,HOOK,TEXT_OVERLAY,5.7,You never arrest people.
PV_0027_002,3,3,1,HOOK,POV_SHOT,4.7,"POV of phone screen showing fourteen contacts. Six marked, eight unmarked."
PV_0027_003,4,5,2,HOOK,POV_SHOT,9.4,POV of phone screen: six registered names vs eight hidden numbers below.
PV_0027_004,6,7,2,HOOK,TEXT_OVERLAY,5.3,The department does not know about the rest.
PV_0027_005,8,9,2,PHASE_EARLY,NARRATIVE_SCENE,11.2,Stickman in classroom with PowerPoint slides on screen. Academy setting with protocol charts.
PV_0027_006,10,11,2,PHASE_EARLY,NARRATIVE_SCENE,6.1,Stickman in new uniform at desk writing notes. Asset definition slides on wall.
PV_0027_007,12,14,3,PHASE_EARLY,NARRATIVE_SCENE,11.7,Stickman writing neat rows in notebook. Clean definitions. Controlled handwriting.
PV_0027_008,14b,14b,1,PHASE_EARLY,NARRATIVE_SCENE,7.9,Stickman walking out of briefing room. Hallway with floor cleaner smell. Paper cup on windowsill.
PV_0027_009,14c,15,2,PHASE_EARLY,NARRATIVE_SCENE,8.0,Subject in uniform arresting man outside liquor store. First patrol scene.
PV_0027_010,16,16,1,PHASE_EARLY,NARRATIVE_SCENE,8.8,Subject in uniform arresting man outside liquor store. First patrol scene.
PV_0027_011,17,17,1,PHASE_EARLY,NARRATIVE_SCENE,6.0,Booking desk with forms. Stickman photographing suspect against wall. File cabinet open.
PV_0027_012,18,18,1,PHASE_EARLY,NARRATIVE_SCENE,5.1,Sergeant at whiteboard scanning arrest numbers. Column showing single arrest circled.
PV_0027_013,19,19,1,PHASE_EARLY,NARRATIVE_SCENE,7.0,Sergeant shrugging at young officer across desk. Single arrest file on table.
PV_0027_014,20,20,1,PHASE_EARLY,NARRATIVE_SCENE,6.0,Sergeant at whiteboard scanning arrest numbers. One arrest highlighted.
PV_0027_015,21,22,2,PHASE_EARLY,NARRATIVE_SCENE,7.0,Senior detective pulling young officer aside in precinct hallway. Hand on shoulder.
PV_0027_016,23,24,2,PHASE_EARLY,NARRATIVE_SCENE,11.2,Senior detective in dim parking garage showing second phone. Hidden from cameras.
PV_0027_017,25,25,1,PHASE_EARLY,NARRATIVE_SCENE,7.0,Detective showing prepaid phone to young officer in dim parking garage.
PV_0027_018,26,26,1,PHASE_EARLY,NARRATIVE_SCENE,5.1,Senior detective holding phone with contact list. Young officer watching intently.
PV_0027_019,27,28,2,PHASE_EARLY,NARRATIVE_SCENE,8.4,Senior detective sitting in booking room with crying kid. Fluorescent light buzzing.
PV_0027_020,29,29,1,PHASE_EARLY,NARRATIVE_SCENE,4.7,Kid crying in booking chair. Senior detective standing. Three words visible on wall.
