Beat_ID,Life_Phase,Beat_Type,Mood_Tag,Content_Sketch,VO_Draft_EN,Word_Count
BEAT_01_01,HOOK,ESTABLISH,WONDER,"You don't arrest people. You collect them.","You don't arrest people. You collect them.",8
BEAT_01_02,HOOK,ESTABLISH,WONDER,"Fourteen on your phone right now. Six exist on paper. The rest don't exist at all.","Fourteen on your phone right now. Six exist on paper. The rest don't exist at all.",16
BEAT_01_03,HOOK,ESTABLISH,WONDER,"Same charge. Different outcome. Your choice.","Same charge. Different outcome. Your choice.",7
BEAT_02_01,PHASE_EARLY,ESTABLISH,WONDER,"Academy. CI program briefing. Asset management.","They teach you about confidential informants in the academy. The instructor calls them assets. You write it down like it means something neutral.",24
BEAT_02_02,PHASE_EARLY,TIME_MARKER,WONDER,"First patrol. First arrest. Sergeant shrugs.","First patrol. You arrest a guy with a bag. Book him. Process him. Your sergeant looks at the whiteboard. One arrest. He doesn't say it. But you hear it.",30
BEAT_02_03,PHASE_EARLY,CONSTRAINT,TENSION,"Senior detective shows second phone.","A senior detective pulls you aside after shift. He reaches into his jacket. Not the department phone. A different one. Prepaid. No case number on it. He says: this is how you get numbers.",35
BEAT_02_04,PHASE_EARLY,REFLECT,TENSION,"First time watching a flip. Kid crying. Senior says three words.","You watch him flip someone for the first time. Booking room. Kid sitting in the chair. Can't be more than nineteen. Crying. The detective doesn't comfort him. He slides a charge sheet across the table. Says three words. Work this off. The kid nods. Doesn't look up.",48
BEAT_03_01,PHASE_CONFLICT,CONFLICT,TENSION,"Your turn. CI anchor intro. Hands shaking.","Your turn. Booking room. This one won't look at you. Hands shaking. Keeps asking if this clears it. You don't answer that part.",23
BEAT_03_02,PHASE_CONFLICT,CONFLICT,TENSION,"Work this off or do the time. You explain carefully.","Work this off or do the time. You explain what it means. One buy. That's it. One buy and the charge goes away. You mean it when you say that. You actually mean it.",32
BEAT_03_03,PHASE_CONFLICT,CONFLICT,TENSION,"First deploy. No wire. No training. Parking lot.","You send them in. No wire. No training. No extraction plan. They walk toward the house. You sit in the parking lot. Engine running. Phone in your hand. Waiting.",28
BEAT_03_04,PHASE_CONFLICT,REFLECT,TENSION,"They come back. You file busts. Commendation.","They come back. Shaking worse than before. But they came back. You file the bust. Their name isn't in the report. It never will be. Your sergeant nods. Commendation letter in your file by Friday.",33
BEAT_03_05,PHASE_CONFLICT,REFLECT,TENSION,"You own them. Clinical. Check the phone.","You own them. That's the phrase you use. Not out loud. Just in your head. Clinical. Like inventory. You check the phone. Not the department one. You look around first.",30
BEAT_04_01,PHASE_CRISIS,CONFLICT,DREAD,"Second flip. Third. Fourth. List grows.","Second one's faster. Smaller charge. Bag of weed in a coat pocket. You don't explain the deal anymore. You just say it. Work this off. Three words. They nod. Third one. Fourth. The list grows.",33
BEAT_04_02,PHASE_CRISIS,CONFLICT,DREAD,"Time distortion. Names to charges.","First week, you remember their names. Third week, you remember their charges. You don't remember when that changed.",19
BEAT_04_03,PHASE_CRISIS,CONSTRAINT,DREAD,"Department knows about six. Off-book.","The department knows about six. Six registered informants. Proper files. Proper paperwork. The other eight live on the second phone. No files. No paperwork. No one knows they exist.",30
BEAT_04_04,PHASE_CRISIS,CONFLICT,DREAD,"CI anchor calls at 2AM. Dependent.","One of them calls you at two in the morning. Not to report anything. Just to ask if they're safe. You don't know what to say to that. They start bringing names you didn't ask for. Trying to stay useful. Trying to stay alive.",40
BEAT_04_05,PHASE_CRISIS,CRISIS,DREAD,"Resistance. I think I'm done. Charge sheet slides back.","They come in one day. Sit in the chair. Different this time. They don't look scared. They look tired. I think I'm done. You don't say anything. You slide the charge sheet back across the table. The original one. The one that never went away.",42
BEAT_04_06,PHASE_CRISIS,CRISIS,DREAD,"False exit. After this one you're clear.","They ask when this ends. You say: after this one. You're clear. You already know that's not true. You knew before you said it.",22
BEAT_04_07,PHASE_CRISIS,REFLECT,DREAD,"Three words. Next. You stop seeing faces.","Work this off. No explanation anymore. Three words. Next person. Same chair. Same sheet. You stop seeing faces. You see output.",20
BEAT_05_01,PHASE_RESOLUTION,CRISIS,DREAD,"Foreshadow. 2AM call unanswered. Target carries.","They call at two in the morning again. The night before. You look at the screen. You don't answer. New target the next day. You know this one carries. You read the file. Weapon notation. You don't tell them.",35
BEAT_05_02,PHASE_RESOLUTION,CRISIS,DREAD,"Phone rings. Wait for breathing. None.","Your phone rings. Not the department phone. The other one. You pick up. You wait for breathing. There is none.",19
BEAT_05_03,PHASE_RESOLUTION,CRISIS,DREAD,"Line stays open. You wait anyway.","The line stays open. You don't hang up. You wait anyway. Thirty seconds. A minute. Nothing.",15
BEAT_05_04,PHASE_RESOLUTION,RESOLVE,CLARITY,"Delete. Remove. Close. Still have thirteen.","You delete the thread. Remove the number. Close the file. You check the phone. Thirteen contacts. You still have thirteen.",19
BEAT_05_05,PHASE_RESOLUTION,REFLECT,CLARITY,"You own them. Not metaphor anymore.","You own them. Not a figure of speech anymore.",8
BEAT_06_01,CALLBACK_CLOSE,RESOLVE,CLARITY,"New detective watches. Don't ask. Tell.","A new detective rides along. Watches you flip someone in the booking room. Same chair. Same charge sheet. Afterward, they ask how you do it. You say: don't ask. Tell. They flip their first one alone next week. Your words. Your phrasing. Your pitch.",42
BEAT_06_02,CALLBACK_CLOSE,REFLECT,CLARITY,"They ask if this is how it works. Hand them the phone.","They ask if this is how it's supposed to work. You don't answer. You hand them the phone. Next week, they don't ask anymore.",22
BEAT_06_03,CALLBACK_CLOSE,REFLECT,BITTERSWEET,"Thirteen numbers. Charges not faces. Hand reaches.","Thirteen numbers. You remember their charges. Not their faces. You check your pocket for the phone. It's not there anymore. You gave it away. Your hand still reaches.",27
BEAT_06_04,CALLBACK_CLOSE,CALLBACK,BITTERSWEET,"Someone new sits down. Same chair. You already know.","Someone new sits down. Same chair. Same charge sheet. Same offer. You already know what they'll say.",16
BEAT_06_05,CALLBACK_CLOSE,CTA,CLARITY,"You own them. Stopped being a figure of speech.","You own them. You don't remember when that stopped being a figure of speech.",13
