Slate,Start_VO_ID,End_VO_ID,Life_Phase,Scene_Type,Image_Prompt
PV_0027_001,1,2,HOOK,TEXT_OVERLAY,"Typography-only composition. Dark charcoal #1a1a1a background. Large centered bold white sans-serif text: ""You never arrest people."". Minimal - no textures, no decoration. Tiny stickman silhouette bottom-right corner. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_002,3,3,HOOK,POV_SHOT,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. First-person POV illustration. Two adult stickman hands with dark jacket sleeve cuff visible at bottom left and right frame corners. Rich detailed background: POV of phone screen showing fourteen contacts. Six marked, eight unmarked.. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_003,4,5,HOOK,POV_SHOT,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. First-person POV illustration. Two adult stickman hands with dark jacket sleeve cuff visible at bottom left and right frame corners. Rich detailed background: POV of phone screen: six registered names vs eight hidden numbers below.. Flat illustration, immersive perspective. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_004,6,7,HOOK,TEXT_OVERLAY,"Typography-only composition. Dark charcoal #1a1a1a background. Large centered bold white sans-serif text: ""The department does not know about the rest."". Minimal - no textures, no decoration. Tiny stickman silhouette bottom-right corner. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_005,8,9,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short dark hair, fresh cut. New police uniform, shiny badge, no second phone. Round white circle head. Small dot eyes, simple mouth with eager alert expression. Clean uniform. Hands empty. Stickman in classroom with PowerPoint slides on screen. Academy setting with protocol charts.. Police academy classroom with whiteboard, protocol charts on walls, rows of desks. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_006,10,11,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short dark hair, fresh cut. New police uniform, shiny badge, no second phone. Round white circle head. Small dot eyes, simple mouth with eager alert expression. Clean uniform. Hands empty. Stickman in new uniform at desk writing notes. Asset definition slides on wall.. Precinct office late at night, single desk lamp on, computer screen glowing, empty desks around. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_007,12,14,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short dark hair, fresh cut. New police uniform, shiny badge, no second phone. Round white circle head. Small dot eyes, simple mouth with eager alert expression. Clean uniform. Hands empty. Stickman writing neat rows in notebook. Clean definitions. Controlled handwriting.. Dim fluorescent-lit precinct booking room with metal desk, folding chairs, institutional walls. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_008,14b,14b,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short dark hair, fresh cut. New police uniform, shiny badge, no second phone. Round white circle head. Small dot eyes, simple mouth with eager alert expression. Clean uniform. Hands empty. Stickman walking out of briefing room. Hallway with floor cleaner smell. Paper cup on windowsill.. Precinct hallway with fluorescent tube lighting, bulletin boards, institutional paint. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_009,14c,15,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short dark hair, fresh cut. New police uniform, shiny badge, no second phone. Round white circle head. Small dot eyes, simple mouth with eager alert expression. Clean uniform. Hands empty. Subject in uniform arresting man outside liquor store. First patrol scene.. Urban sidewalk outside liquor store, afternoon sunlight, storefronts and parked cars. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
PV_0027_010,16,16,PHASE_EARLY,NARRATIVE_SCENE,"Simple stickman character with oversized round white circle head. Body drawn with thin black lines. Clothing as simple flat-colored shapes (no detail, no folds, no shading). Character is deliberately simple - contrast against highly detailed, semi-realistic painted background environment. Medium stickman. Short dark hair, fresh cut. New police uniform, shiny badge, no second phone. Round white circle head. Small dot eyes, simple mouth with eager alert expression. Clean uniform. Hands empty. Subject in uniform arresting man outside liquor store. First patrol scene.. Urban sidewalk outside liquor store, afternoon sunlight, storefronts and parked cars. Flat illustration, clean lines. --no realistic human faces, no complex facial features, no detailed clothing folds, no body shading on stickman characters, no 3D render on characters, no anime style, no chibi proportions, no filled body volume, no oversized main character, no text overlay, no subtitles, no captions, no written words, no readable text in image, no door signs, no name plates, no labels, no watermarks, no speech bubbles"
