Beat_ID,Life_Phase,Beat_Type,Content_Sketch,Mood_Tag,Beat_Duration_Sec,Scene_Type,Illustration_Note
BEAT_01_01,HOOK,ESTABLISH,"Pentagon office — you sit behind the desk that commands the most powerful military on Earth",WONDER,25,NARRATIVE_SCENE,"SUBJECT seated at massive desk inside five-sided building, American flag behind"
BEAT_01_02,HOOK,CONSTRAINT,"You never commanded more than a platoon. Now you command all of it.",WONDER,20,TEXT_OVERLAY,"Split: small platoon (30 stickmen) vs massive military formation (thousands)"
BEAT_01_03,HOOK,REFLECT,"Weight line: that's what loyalty costs",TENSION,15,EMOTIONAL_CLOSEUP,"SUBJECT alone, dog tags visible, weight of the room pressing down"
BEAT_02_01,PHASE_EARLY,TIME_MARKER,"Born in a small lakeside town in Minnesota — father coaches basketball, mother runs leadership programs",WONDER,30,NARRATIVE_SCENE,"Small-town main street, SUBJECT as child with COACH father holding basketball"
BEAT_02_02,PHASE_EARLY,PRIVILEGE,"Church on Sundays, football in fall, Norwegian heritage — small-town American normalcy",WONDER,25,NARRATIVE_SCENE,"Church steeple, football field, autumn leaves, SUBJECT in varsity jacket"
BEAT_02_03,PHASE_EARLY,TIME_MARKER,"Class valedictorian — accepted to the Ivy League school in New Jersey",LONGING,25,TIME_SKIP_SCENE,"Graduation cap, valedictorian podium, then Ivy campus gates"
BEAT_02_04,PHASE_EARLY,CONSTRAINT,"You run the conservative student paper on a liberal campus — you start believing you see what others don't",TENSION,30,NARRATIVE_SCENE,"SUBJECT at desk with newspaper, surrounded by campus protesters, isolated"
BEAT_02_05,PHASE_EARLY,CONFLICT,"ROTC — you wear the uniform across a civilian campus. People stare.",TENSION,25,CONTRAST_SPLIT,"Split: SUBJECT in ROTC uniform walking through campus of casual students"
BEAT_03_01,PHASE_CONFLICT,TIME_MARKER,"First deployment: the offshore military prison — guarding detainees in Caribbean heat",TENSION,30,NARRATIVE_SCENE,"Chain-link fences, watchtower, SUBJECT in combat gear, tropical heat haze"
BEAT_03_02,PHASE_CONFLICT,CONFLICT,"Iraq: Baghdad and Samarra — convoys, checkpoints, firefights. Two Bronze Stars.",DREAD,35,NARRATIVE_SCENE,"Desert convoy, dust clouds, SUBJECT with rifle, Bronze Star ribbon overlay"
BEAT_03_03,PHASE_CONFLICT,REFLECT,"Afghanistan: you teach counterinsurgency. You know the war. You've lived the war.",TENSION,25,NARRATIVE_SCENE,"Training room in Kabul, SUBJECT pointing at map, soldiers listening"
BEAT_03_04,PHASE_CONFLICT,CONFLICT,"Home — you run for the Senate in your home state. You lose.",TENSION,25,NARRATIVE_SCENE,"Campaign podium, empty chairs, election night screen showing loss"
BEAT_03_05,PHASE_CONFLICT,TIME_MARKER,"Pivot to cable television — the network offers you a microphone instead of a seat",LONGING,25,TIME_SKIP_SCENE,"TV studio door opening, SUBJECT stepping from desert camo into suit"
BEAT_03_06,PHASE_CONFLICT,PRIVILEGE,"Seven years on the weekend morning show — millions watch you over breakfast every Saturday",TENSION,30,NARRATIVE_SCENE,"Studio couch, cameras, coffee mugs, SUBJECT with flag pin, red/blue lighting"
BEAT_03_07,PHASE_CONFLICT,CONSTRAINT,"Three marriages — the timelines overlap. Nobody says it out loud.",DREAD,25,EMOTIONAL_CLOSEUP,"Three wedding rings overlapping on a timeline bar, SUBJECT looking away"
BEAT_03_08,PHASE_CONFLICT,REFLECT,"You write books about warriors and decline. You believe every word.",TENSION,25,NARRATIVE_SCENE,"SUBJECT at book signing, stacks of books, American flag backdrop"
BEAT_04_01,PHASE_CRISIS,TIME_MARKER,"The president calls. 'I want you for the job.'",DREAD,20,NARRATIVE_SCENE,"Phone ringing, presidential seal, SUBJECT answering"
BEAT_04_02,PHASE_CRISIS,CONFLICT,"The military is shocked. The media splits. The generals say nothing.",DREAD,25,CONTRAST_SPLIT,"Split screen: generals with blank faces, TV screens with opposing headlines"
BEAT_04_03,PHASE_CRISIS,CONSTRAINT,"You've never commanded more than thirty people. They're asking you to lead three million.",DREAD,25,TEXT_OVERLAY,"Number 30 transforming into 3,000,000 — SUBJECT standing between them"
